Wall time,Step,Value
1522711067.668681,39101,1.149658441543579
1522711083.957372,39201,0.7764981985092163
1522711394.194834,40801,0.8148254752159119
1522711672.5349371,42101,0.8807153105735779
1522711689.11302,42201,0.902452290058136
1522711722.521943,42401,1.1306835412979126
1522711862.014017,43001,0.9286712408065796
1522712010.122595,43901,1.2479103803634644
1522712095.555564,44101,0.6553354859352112
1522712111.840362,44201,0.9049432277679443
1522712160.700386,44501,1.232375144958496
1522712290.893473,45101,1.2412654161453247
1522712493.600527,46001,0.6776639223098755
1522712543.745687,46301,0.7603739500045776
1522712560.1420841,46401,1.0289109945297241
1522712750.5407748,47301,0.9128111004829407
1522712767.041688,47401,0.9150282740592957
1522713059.084199,48901,1.0569878816604614
1522713142.098697,49101,0.7934291958808899
1522713174.755331,49301,1.4309006929397583
1522713436.7300658,50701,0.5741991400718689
1522713542.311293,51201,0.5272810459136963
1522713574.3292642,51401,1.0353434085845947
1522713623.253809,51701,1.1384106874465942
1522713785.537784,52501,0.723642885684967
1522713926.0212421,53101,1.107433557510376
1522713958.58974,53301,0.8503082394599915
1522714007.5381088,53601,0.6325494050979614
1522714146.7877991,54201,1.0011190176010132
1522714228.024431,54701,1.4829070568084717
1522714428.918954,55701,0.803592324256897
1522714462.280975,55901,1.2125788927078247
1522714551.262485,56301,0.878696620464325
1522714649.4013498,56901,0.8562574982643127
1522714755.0848792,57301,0.8848474025726318
1522714771.4013638,57401,0.7939642667770386
1522714852.799689,57901,0.6501663327217102
1522714939.770504,58101,0.7771754860877991
1522714956.172532,58201,0.5037986040115356
1522714988.7762718,58401,0.3198709785938263
1522715020.9141319,58601,0.8755414485931396
1522715037.376958,58701,1.1006542444229126
1522715157.3776472,59201,0.7373031973838806
1522715173.9600582,59301,0.8178505897521973
1522715349.373068,60201,0.6097958087921143
1522715448.5289779,60801,1.1637341976165771
1522715536.0536819,61001,0.8141674995422363
1522715618.345429,61501,1.1585125923156738
1522715726.720004,62001,1.1032483577728271
1522715760.4422941,62201,1.0701526403427124
1522715990.336851,63401,0.9492892026901245
1522716145.7446852,64101,0.6099918484687805
1522716162.0270422,64201,0.7491950988769531
1522716195.180361,64401,0.6970269680023193
1522716211.3566499,64501,0.6716995239257812
1522716227.615065,64601,0.5696853399276733
1522716244.5745149,64701,0.8774281740188599
1522716277.113271,64901,0.8453196287155151
1522716353.74587,65201,0.971508264541626
1522716418.683743,65601,1.3981084823608398
1522716535.9036129,66101,0.9743881225585938
1522716585.0845282,66401,1.0690195560455322
1522716650.4735749,66801,0.6957722306251526
1522716748.24806,67101,0.6400306224822998
1522716764.6354592,67201,0.7006924152374268
1522716797.3686242,67401,0.669590413570404
1522716813.677671,67501,1.1229873895645142
1522716862.909436,67801,0.9410574436187744
1522716879.240919,67901,0.8103175163269043
1522716960.7465012,68201,1.0363752841949463
1522716977.287662,68301,1.0795148611068726
1522717060.241487,68801,0.6230916380882263
1522717076.759184,68901,0.7445907592773438
1522717219.3972192,69601,0.6722951531410217
1522717268.441288,69901,0.6353762745857239
1522717361.2804952,70301,0.6774757504463196
1522717410.986819,70601,0.5673652291297913
1522717444.092864,70801,1.15193510055542
1522717519.1946208,71001,0.9861374497413635
1522717585.640224,71401,0.753693699836731
1522717650.17068,71801,0.718031644821167
1522717734.582669,72101,1.105439305305481
1522717751.1391869,72201,0.9105849266052246
1522717767.6842518,72301,1.0664600133895874
1522717909.688063,73001,0.9082320928573608
1522718008.098599,73601,0.6223945617675781
1522718041.232063,73801,0.8382819890975952
1522718057.42397,73901,1.1714527606964111
1522718153.912839,74301,0.6876071095466614
1522718219.738521,74701,0.8199655413627625
1522718299.385945,75001,0.8596798777580261
1522718316.640553,75101,0.8631832003593445
1522718333.117696,75201,0.9456818103790283
1522718365.8705049,75401,0.7917656898498535
1522718398.714999,75601,0.7431622743606567
1522718570.552555,76501,0.5859382748603821
1522718587.153791,76601,0.8244221806526184
1522718636.463962,76901,0.897312581539154
1522718683.905731,77001,1.0468618869781494
1522718700.9337652,77101,0.5215247869491577
1522718733.655626,77301,1.0907597541809082
1522718750.1223,77401,0.6358792781829834
1522718894.606965,78001,0.7096724510192871
1522718962.056889,78401,0.8584311008453369
1522718978.464115,78501,0.6034361124038696
1522719011.349292,78701,0.7442548274993896
1522719044.262517,78901,0.41810137033462524
1522719128.73317,79201,0.7862487435340881
1522719144.9860039,79301,0.6974972486495972
1522719161.1909099,79401,0.41922813653945923
1522719177.6437151,79501,0.9425395131111145
1522719226.351896,79801,1.2110857963562012
1522719346.3727412,80201,0.7680567502975464
1522719428.883467,80701,0.5220167636871338
1522719445.6724339,80801,0.788166880607605
1522719462.019386,80901,0.7295243144035339
1522719605.1859531,81501,1.0523172616958618
1522719753.896443,82101,0.7187151908874512
1522719819.629762,82501,0.584601640701294
1522719868.800473,82801,1.1248040199279785
1522719958.98118,83201,0.6951268911361694
1522720025.2688372,83601,0.9777914881706238
1522720058.195113,83801,0.6503089070320129
1522720179.9812129,84301,0.7510610818862915
1522720228.761177,84601,1.075804352760315
1522720662.385358,86701,0.4567694664001465
1522720695.653645,86901,1.0766870975494385
1522720743.45195,87001,1.3161845207214355
1522720810.625659,87401,0.5691751837730408
1522720843.1927931,87601,0.5928484797477722
1522720952.989433,88001,0.9739879369735718
1522720986.625676,88201,0.6881914138793945
1522721156.403481,89001,0.35671985149383545
1522721255.112577,89601,0.47589734196662903
1522721348.234667,90001,0.9220117330551147
1522721463.1057339,90701,0.9669438004493713
1522721479.72642,90801,0.6717430949211121
1522721495.878415,90901,0.45906999707221985
1522721567.3440409,91001,0.9245839715003967
1522721651.07475,91501,0.5580469965934753
1522721683.7036312,91701,0.9448117613792419
1522721781.8037,92001,0.8496226072311401
1522721798.959816,92101,1.2229321002960205
1522721831.107121,92301,1.134934425354004
1522721989.1600928,93101,1.0559592247009277
1522722005.610424,93201,0.9395743608474731
1522722055.194092,93501,0.6435553431510925
1522722216.8917499,94201,0.6164003610610962
1522722266.0585248,94501,0.7824375629425049
1522722453.719664,95401,1.0279028415679932
1522722486.6086552,95601,1.0139456987380981
1522722502.90864,95701,0.6858294606208801
1522722519.553958,95801,1.0930347442626953
1522722624.5704892,96101,0.9826971888542175
1522722641.124854,96201,0.779301643371582
1522722706.439978,96601,0.7434266805648804
1522722836.5099468,97101,0.644747793674469
1522722853.051171,97201,0.5590466856956482
1522722918.6953669,97601,1.38148033618927
1522722935.219248,97701,0.4169539213180542
1522722951.597954,97801,0.7035696506500244
1522722967.933491,97901,0.5498258471488953
1522723078.81871,98301,0.6726765632629395
1522723095.2585,98401,0.8320242166519165
1522723144.200415,98701,1.3371553421020508
1522723160.766331,98801,0.5353364944458008
1522723340.31634,99601,0.7126702666282654
1522752882.038275,100001,0.810095489025116
1522752922.570783,100201,0.74163818359375
1522752964.9585018,100401,0.6798418760299683
1522752981.8150241,100501,0.6127703189849854
1522753620.338926,101201,0.6175525188446045
1522753639.788244,101301,0.4433734118938446
1522753659.867886,101401,0.5640670657157898
1522753712.876794,101701,0.43554720282554626
1522753916.142424,102501,0.7068278789520264
1522753954.650374,102701,1.1649796962738037
1522754110.656415,103101,0.822096586227417
1522754133.0775812,103201,0.5700458884239197
1522754192.12496,103501,0.7823768854141235
1522754228.5181,103701,0.5577363967895508
1522754424.0133991,104401,0.6256304979324341
1522754715.294858,105501,1.2996571063995361
1522754755.337344,105701,0.43468958139419556
1522754929.963365,106301,0.5665187835693359
1522754947.5915809,106401,0.9735597372055054
1522754982.985853,106601,0.6061382293701172
1522755022.3494668,106801,0.6968234181404114
1522755168.774689,107201,0.4425753951072693
1522755262.8539488,107601,0.6253624558448792
1522755299.4971242,107801,0.9344598054885864
1522755434.5546181,108301,0.5371640920639038
1522755456.7052312,108401,0.8609706163406372
1522755475.9635189,108501,1.0112013816833496
1522755683.576592,109301,1.0240739583969116
1522755799.297036,109901,0.7444562315940857
1522755905.988703,110301,1.1108611822128296
1522755928.5697112,110401,0.7139252424240112
1522755946.000106,110501,1.0531816482543945
1522756160.356148,111401,0.21510252356529236
1522756196.128244,111601,0.4929545819759369
1522756256.8482492,111901,0.5953315496444702
1522756449.434386,112501,0.8416209816932678
1522756467.373663,112601,0.5835965275764465
1522756664.737459,113301,0.5693522095680237
1522756701.7026591,113501,0.47408628463745117
1522757158.364568,115501,0.5932977199554443
1522757176.775257,115601,0.5047557950019836
1522757285.449433,116001,0.9170405268669128
1522757306.6936269,116101,0.8189998865127563
1522757323.5812402,116201,0.712337851524353
1522757778.2885408,118001,1.0075509548187256
1522757840.172173,118301,1.3043473958969116
1522757877.510124,118501,0.6453203558921814
1522758060.847601,119201,0.7155343294143677
1522758078.5905879,119301,0.8810253739356995
1522758186.5695229,119901,0.9457587003707886
1522758258.626424,120101,0.5504987239837646
1522758350.1824472,120601,1.3147282600402832
1522758385.604009,120801,1.3048574924468994
1522758466.9313002,121001,0.846454381942749
1522758537.441178,121401,0.978998064994812
1522758770.938737,122401,1.332779884338379
1522758958.291352,123201,0.8450928926467896
1522758975.4673111,123301,0.9662647247314453
1522758992.5957482,123401,0.7189632654190063
1522759026.8905442,123601,0.5827285647392273
1522759079.404944,123901,0.6448010206222534
1522759198.207767,124401,0.5541061162948608
1522759251.0402439,124701,0.7231728434562683
1522759397.7675579,125301,0.9477556943893433
1522759432.814542,125501,0.4806007444858551
1522759467.342926,125701,1.2006508111953735
1522759484.6990469,125801,0.6830986738204956
1522759566.496075,126101,0.6010024547576904
1522759600.757783,126301,0.7615534067153931
1522759651.536549,126601,0.5496187210083008
1522759845.7292118,127401,0.3639167845249176
1522760022.209035,128101,1.006898283958435
1522760122.8578439,128701,0.7640575766563416
1522760273.489783,129101,0.7105877995491028
1522760295.1864,129201,0.7571337819099426
1522760312.84936,129301,0.7819281816482544
1522760330.0511732,129401,0.7257375121116638
1522760504.985755,130001,0.6863726377487183
1522760562.6750562,130301,0.6640137434005737
1522760725.557742,131001,0.7773458361625671
1522760766.15716,131201,1.2322189807891846
1522760821.9530299,131501,0.647765576839447
1522760839.792629,131601,0.9745707511901855
1522760892.8714318,131901,1.0279566049575806
1522761057.4602308,132501,0.9264752864837646
1522761092.87221,132701,1.0748969316482544
1522761192.7973602,133001,0.7883708477020264
1522761248.679672,133301,1.0342252254486084
1522761269.890558,133401,0.6956976652145386
1522761304.3022919,133601,0.5249386429786682
1522761321.3445172,133701,0.7247345447540283
1522761460.372189,134301,0.5396028757095337
1522761742.599753,135501,0.9424828290939331
1522762013.810258,136601,0.7988523244857788
1522762135.534175,137001,0.5989044904708862
1522762297.131486,137901,0.4978157579898834
1522762438.129913,138401,1.0788480043411255
1522762460.173751,138501,1.2552144527435303
1522762515.752396,138801,1.0715135335922241
1522762536.964473,138901,0.6222571730613708
1522762621.829431,139101,0.8703218102455139
1522762640.892734,139201,0.6340364217758179
1522762705.1123588,139501,0.8191340565681458
1522763128.150969,141201,0.9061424136161804
1522763148.1030662,141301,0.6564900875091553
1522763169.250977,141401,0.5189167857170105
1522763256.874398,141901,0.6239625811576843
1522763367.666433,142201,0.42873886227607727
1522763446.738536,142601,0.8479523658752441
1522763464.950232,142701,0.5447550415992737
1522763487.993711,142801,0.46797335147857666
1522763614.4520478,143201,0.6826290488243103
1522763632.285779,143301,0.7075372934341431
1522763698.7931478,143601,0.9358499050140381
1522763830.8016288,144001,0.7368028163909912
1522763869.956436,144201,0.6409423351287842
1522764193.014354,145601,0.3595863878726959
1522764406.093281,146501,0.7211092710494995
1522764425.139553,146601,1.4142130613327026
1522764702.023654,147701,1.081862211227417
1522764902.841088,148501,0.9373719692230225
1522764920.2343931,148601,0.4612225890159607
1522764973.804986,148901,0.852813184261322
1522765061.6440399,149101,1.0352602005004883
1522765081.182892,149201,0.7297149300575256
1522765300.3421912,150001,0.751011073589325
1522765318.548877,150101,0.6941646933555603
1522765335.688138,150201,1.2281310558319092
1522765415.8629172,150601,0.7405148148536682
1522765456.5563688,150801,0.7649380564689636
1522765531.4918551,151001,0.7655246257781982
1522765683.2220988,151801,0.5452526211738586
1522765812.0755,152301,1.2990339994430542
1522765841.636466,152401,0.87324458360672
1522765907.1195068,152701,0.8102360963821411
1522766096.647093,153401,0.7311481833457947
1522766385.580151,154601,0.46565672755241394
1522766552.697377,155101,0.799551248550415
1522766570.757225,155201,0.9427503943443298
1522766613.04351,155401,1.2913579940795898
1522766630.397333,155501,0.8077763915061951
1522766799.006542,156101,0.32190871238708496
1522766938.208894,156801,0.8207657337188721
1522766959.649908,156901,1.1597906351089478
1522767166.9797912,157801,0.5583389401435852
1522767305.229097,158201,1.267469048500061
1522767339.884215,158401,0.7064108848571777
1522767415.651114,158801,0.7154130935668945
1522767674.280967,159701,1.0018824338912964
1522767867.022053,160401,0.4246461093425751
1522767888.5492742,160501,0.6086735725402832
1522768016.975209,161001,0.9365024566650391
1522768173.741065,161801,1.068156361579895
1522768275.096172,162001,0.7779427766799927
1522768395.764267,162701,0.8662721514701843
1522768417.707829,162801,0.4720056653022766
1522768537.164226,163201,0.8928763270378113
1522768631.696372,163701,0.5240330100059509
1522768726.6174028,164001,1.0661460161209106
1522768766.121651,164201,1.02420175075531
1522768820.581389,164501,0.6990746259689331
1522768872.854351,164801,0.8772140741348267
1522768991.730965,165201,0.5333085060119629
1522769167.0517151,166001,0.8538289666175842
1522769307.50988,166801,0.6069108843803406
1522769397.3270762,167001,0.6919684410095215
1522769438.187108,167201,0.4832564890384674
1522769495.85871,167501,1.0285450220108032
1522769513.719908,167601,0.3514788746833801
1522769688.4396858,168201,0.4944421947002411
1522769705.347142,168301,0.8936413526535034
1522769918.091604,169101,0.8364888429641724
1522769982.6895812,169401,0.7095234394073486
1522770003.1196978,169501,0.3321554958820343
1522770023.702218,169601,0.717426061630249
1522770043.123893,169701,0.8535364270210266
1522770080.2167192,169901,0.6607763171195984
1522770173.868137,170201,0.48429417610168457
1522770329.01569,170901,0.5388278365135193
1522770386.312748,171001,0.3781776428222656
1522770522.51346,171701,0.8940598368644714
1522770548.167918,171801,1.030561089515686
1522770573.460782,171901,0.7792932987213135
1522770806.018948,172801,0.6299180388450623
1522770937.197223,173201,0.8704804182052612
1522770976.998215,173401,1.3891384601593018
1522771001.688473,173501,1.016269326210022
1522771043.798902,173701,1.146075963973999
1522771176.6857522,174201,1.0982650518417358
1522771202.5995672,174301,0.535656213760376
1522771241.6155362,174501,0.7064704298973083
1522771263.227883,174601,0.53034907579422
1522771285.002918,174701,0.41983193159103394
1522771446.572035,175201,0.6750805974006653
1522771798.624311,176601,0.5780238509178162
1522771987.488467,177501,0.46341079473495483
1522772130.0113258,178101,0.4208129048347473
1522772258.4638872,178801,0.6080775260925293
1522772276.964376,178901,0.9658859968185425
1522772493.5142531,179801,0.7802941799163818
1522772658.324547,180501,0.8671119809150696
1522772854.325675,181301,1.438490629196167
1522772871.4246259,181401,0.739148736000061
1522772922.340972,181701,0.40845203399658203
1522773086.528481,182401,0.6069980263710022
1522773119.8972878,182601,0.46889472007751465
1522773237.824528,183001,1.0239814519882202
1522773471.500472,184001,0.39567986130714417
1522773491.520812,184101,0.7829045057296753
1522773548.842921,184401,0.6584412455558777
1522773653.710786,184901,0.5740380883216858
1522773784.227941,185301,0.6732248663902283
1522774127.443434,186601,0.7138554453849792
1522774165.353497,186801,1.2130186557769775
1522774184.21456,186901,0.34474173188209534
1522774374.355277,187501,0.523165762424469
1522774399.485278,187601,0.4763336479663849
1522774425.478084,187701,0.3848801255226135
1522774467.837418,187901,0.9923297166824341
1522774568.233788,188101,0.35076823830604553
1522774865.568764,189301,0.3626868724822998
1522775096.6399019,190201,0.5119645595550537
1522775175.797598,190601,0.46739381551742554
1522775306.540991,191101,0.49342480301856995
1522775420.534461,191701,0.8662551045417786
1522775599.745025,192301,1.102311611175537
1522775617.189158,192401,0.8528811931610107
1522775794.579978,193001,0.7339014410972595
1522775869.629535,193401,0.8359614610671997
1522775905.464687,193601,0.7142207622528076
1522775941.180994,193801,0.7087140083312988
1522776082.402385,194401,0.8194065690040588
1522776136.644125,194701,0.53010094165802
1522776172.697342,194901,1.3127286434173584
1522776281.209315,195201,0.6067779064178467
1522776336.9122229,195501,0.47708892822265625
1522776401.485124,195801,1.1680283546447754
1522776482.100568,196001,0.809479296207428
1522776625.197515,196701,0.6907727718353271
1522776668.0705888,196901,0.5486301183700562
1522777010.132041,198101,0.5043560266494751
1522777033.467413,198201,0.46015411615371704
1522777057.219682,198301,1.0442535877227783
1522782206.361771,199701,1.291105031967163
1522789121.297745,200101,0.726594865322113
1522789191.689397,200501,0.5878074765205383
1522789264.8090198,200901,0.4064221680164337
1522789326.71509,201001,0.35952961444854736
1522789377.058982,201301,0.45780837535858154
1522789409.884303,201501,0.6381434798240662
1522789442.725573,201701,1.0327050685882568
1522789638.804787,202501,0.8434725999832153
1522789671.8329191,202701,0.5740737318992615
1522789773.229082,203001,1.1769230365753174
1522789827.5028732,203301,1.0960215330123901
1522789883.3541791,203601,0.7839194536209106
1522789917.3420851,203801,0.5912216901779175
1522790018.755476,204101,0.4664466679096222
1522790079.700182,204401,0.46054673194885254
1522790101.24931,204501,1.185606598854065
1522790460.7819798,206001,0.669174313545227
1522790576.381175,206701,0.6296725869178772
1522790683.608743,207201,1.211774230003357
1522790700.074701,207301,0.5002850890159607
1522790716.8018491,207401,0.7824118137359619
1522790749.7696588,207601,0.7926528453826904
1522790766.531636,207701,0.6063187718391418
1522790799.768241,207901,0.49872249364852905
1522790879.0801249,208101,0.4684532582759857
1522790944.275699,208501,0.2723388969898224
1522791010.059436,208901,0.659816324710846
1522791119.307285,209401,0.6272825598716736
1522791152.040704,209601,0.7030656337738037
1522791320.115745,210301,0.5216328501701355
1522791352.906414,210501,0.9986149668693542
1522791369.5503402,210601,0.4069003760814667
1522791419.168715,210901,0.4820024371147156
1522791492.8110259,211101,0.714931845664978
1522791559.624814,211501,0.7807199358940125
1522791609.6370418,211801,0.5091493725776672
1522791683.371491,212001,0.7736268043518066
1522791716.8284018,212201,0.6447641849517822
1522791733.532632,212301,0.5426320433616638
1522791944.058603,213301,0.625794529914856
1522791960.996477,213401,1.0306057929992676
1522792027.132372,213801,0.8418827652931213
1522792126.489408,214101,0.9790125489234924
1522792175.8717482,214401,0.8332791328430176
1522792192.7108412,214501,0.5979279279708862
1522792242.07923,214801,1.0577322244644165
1522792258.377478,214901,0.8870662450790405
1522792319.676585,215101,0.7599580883979797
1522792402.123827,215601,0.6223884224891663
1522792418.576607,215701,0.7117033004760742
1522792580.3908448,216401,1.097644567489624
1522792597.230347,216501,0.7308111190795898
1522792664.022975,216901,0.3731110692024231
1522792743.9598348,217101,0.8969805836677551
1522792776.5726779,217301,1.229006290435791
1522792842.5984058,217701,0.3556774854660034
1522793043.4071958,218701,0.9586417078971863
1522793075.868843,218901,0.7616572380065918
1522793145.137011,219101,0.49026522040367126
1522793161.875631,219201,0.39715710282325745
1522793228.46101,219601,1.3008816242218018
1522793279.140697,219901,0.4053342640399933
1522793446.229312,220701,0.7031029462814331
1522793557.536704,221101,0.5366727113723755
1522793606.488286,221401,1.4225709438323975
1522793836.102102,222501,0.4023120701313019
1522793902.7306519,222901,0.6570812463760376
1522793965.2281861,223101,0.7712616324424744
1522794015.358241,223401,0.4240843951702118
1522794048.1919942,223601,0.8002045750617981
1522794065.2612422,223701,0.7039642333984375
1522794098.828181,223901,0.672178328037262
1522794172.079469,224101,0.7331804633140564
1522794188.340822,224201,0.39289796352386475
1522794221.2285812,224401,0.5336877107620239
1522794253.9689379,224601,0.9856016039848328
1522794270.480015,224701,1.1096495389938354
1522794359.5206559,225101,0.5420895218849182
1522794376.085227,225201,0.7006825804710388
1522794409.125879,225401,1.024448037147522
1522794458.826587,225701,1.5685842037200928
1522794595.29707,226201,0.7668240070343018
1522794852.0218182,227401,0.6205429434776306
1522794917.305699,227801,0.777837872505188
1522795017.144759,228101,0.5180466771125793
1522795235.196247,229101,0.511581540107727
1522795334.403323,229701,0.7344487905502319
1522795351.071488,229801,0.8114377856254578
1522795408.983982,230001,0.827401340007782
1522795458.887485,230301,0.9240967035293579
1522795507.6602309,230601,0.8896210193634033
1522795524.286284,230701,0.6786031126976013
1522795540.5804641,230801,1.0017266273498535
1522795759.853611,231801,0.5586431622505188
1522795776.1531122,231901,0.6043030619621277
1522795838.124097,232001,0.7618577480316162
1522795872.120808,232201,0.605178713798523
1522796089.730423,233401,0.6268478631973267
1522796106.749551,233501,0.9405259490013123
1522796123.1619961,233601,0.5016908645629883
1522796139.564856,233701,0.946000337600708
1522796301.4642298,234501,0.9673237800598145
1522796499.506589,235401,0.6192283034324646
1522796582.103019,235901,1.0289974212646484
1522796768.035031,236701,0.8524077534675598
1522796784.4410722,236801,0.3371993601322174
1522796859.094701,237101,0.46506792306900024
1522797137.8786712,238501,0.8027212619781494
1522797187.406692,238801,0.4109761118888855
1522797203.641202,238901,0.4435824155807495
1522797267.7198489,239001,0.8558993935585022
1522797301.224832,239201,0.34111669659614563
1522797484.009495,240001,0.8931069374084473
1522797517.493273,240201,0.848060131072998
1522797550.68499,240401,0.4659610092639923
1522797583.3845172,240601,0.7602994441986084
1522797788.56629,241601,0.8083688616752625
1522797948.470058,242401,0.8973032832145691
1522797965.386782,242501,0.7481316328048706
1522798089.594868,243001,0.6913454532623291
1522798188.550972,243601,0.6866998076438904
1522798373.339123,244401,0.5888222455978394
1522798502.73763,245001,0.9282016754150391
1522798519.996306,245101,1.0356260538101196
1522798536.72425,245201,0.30827227234840393
1522798553.07303,245301,0.6381352543830872
1522798586.630943,245501,0.6454383730888367
1522798724.449248,246001,0.4791756570339203
1522799083.750153,247901,0.8020304441452026
1522799163.447718,248101,0.9143524169921875
1522799230.050988,248501,0.39273834228515625
1522799246.5233421,248601,0.9809899926185608
1522799461.518605,249601,0.63447505235672
1522799494.5497909,249801,0.637213408946991
1522799576.600489,250101,0.3925638794898987
1522799592.813824,250201,0.7658476233482361
1522799609.4848268,250301,0.4916142523288727
1522799798.022897,251301,1.2205312252044678
1522799814.416716,251401,0.7926080226898193
1522799864.156565,251701,1.0802134275436401
1522799897.3532429,251901,0.39769446849823
1522799994.227874,252301,0.5808143615722656
1522800027.144074,252501,0.5240906476974487
1522800076.634922,252801,0.9845237731933594
1522800150.9459388,253001,0.9469853639602661
1522800185.021621,253201,1.1406956911087036
1522800218.220021,253401,0.7146410942077637
1522800408.812351,254301,0.5136796236038208
1522800475.582604,254701,1.343384027481079
1522800578.272542,255101,0.3132142722606659
1522800612.0139651,255301,0.628646969795227
1522800662.832812,255601,1.147936463356018
1522800713.884213,255901,1.013041615486145
1522800835.673224,256501,0.40019428730010986
1522800851.991576,256601,0.8221838474273682
1522800955.344776,257001,0.5215689539909363
1522801006.026083,257301,0.7128062844276428
1522801056.436702,257601,0.5900996327400208
1522801089.032486,257801,0.6481860876083374
1522801225.11954,258301,0.6063117980957031
1522801290.3420758,258701,0.9185857772827148
1522801377.0294771,259001,0.5544142723083496
1522801394.3373399,259101,0.5913904309272766
1522801410.738745,259201,0.6272727847099304
1522801427.327577,259301,0.6249358057975769
1522801476.2090209,259601,0.5119840502738953
1522801569.1393778,260001,0.8599569797515869
1522801669.593337,260601,0.7575375437736511
1522801686.270171,260701,0.45074352622032166
1522801790.5454988,261001,0.7324689030647278
1522801921.226125,261801,0.40169063210487366
1522802029.6206431,262301,0.6102951765060425
1522802078.8549602,262601,0.6528647541999817
1522802128.3596191,262901,0.8161397576332092
1522802177.374992,263001,1.0776777267456055
1522802211.347538,263201,1.007354736328125
1522802261.20901,263501,0.6378492116928101
1522802277.678339,263601,0.5168499946594238
1522802310.583095,263801,0.7459547519683838
1522802448.929953,264401,0.5014869570732117
1522802497.942812,264701,0.6857277154922485
1522802573.778101,265001,0.7724716067314148
1522802591.147072,265101,0.5805228352546692
1522802656.617706,265501,0.5179205536842346
1522802791.60784,266101,0.5849075317382812
1522803055.967149,267401,0.4099157452583313
1522803121.8358889,267801,0.5068628787994385
1522803184.314274,268001,0.5777678489685059
1522803267.831137,268501,0.2901350259780884
1522803376.3413692,269001,0.9372562170028687
1522803526.1221051,269901,0.47451749444007874
1522803619.09076,270301,0.5351876616477966
1522803685.402588,270701,0.8054884672164917
1522803778.272388,271001,0.587383508682251
1522804061.1797178,272501,0.9706491231918335
1522804254.85817,273501,0.5759983062744141
1522804271.2813282,273601,0.4912673532962799
1522804287.711027,273701,0.3399640917778015
1522804367.3805618,274001,0.7676651477813721
1522804467.238539,274601,0.9235877394676208
1522804597.513751,275201,0.7698990702629089
1522804613.606972,275301,0.5429643392562866
1522804630.272058,275401,0.5955070853233337
1522804646.854934,275501,0.48599356412887573
1522804663.348325,275601,0.5342739820480347
